건축년도,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,지번,지역코드,층
2001,2011,염리동,"28,000",염리삼성래미안,1,0,3,84.96,520,11440,3
2001,2011,염리동,"29,000",염리삼성래미안,1,0,3,114.48,520,11440,11
1997,2011,염리동,"19,000",상록,1,0,6,58.71,515-1,11440,18
2001,2011,염리동,"32,000",염리삼성래미안,1,0,7,114.48,520,11440,14
1997,2011,염리동,"17,000",상록,1,0,8,58.71,515-1,11440,6
1997,2011,염리동,"7,000",상록,1,60,10,57.88,515-1,11440,12
2001,2011,염리동,"23,000",염리삼성래미안,1,0,12,84.96,520,11440,10
2001,2011,염리동,"33,000",염리삼성래미안,1,0,13,114.48,520,11440,10
1997,2011,염리동,"17,500",상록,1,0,14,58.71,515-1,11440,16
2003,2011,염리동,"38,000",마포자이,1,0,16,84.692,521,11440,13
2001,2011,염리동,"28,000",염리삼성래미안,1,0,19,84.96,520,11440,7
2005,2011,염리동,"17,000",세양청마루(101동),1,0,22,56.24,522,11440,10
1997,2011,염리동,"16,500",상록,1,0,22,58.71,515-1,11440,3
1997,2011,염리동,"15,000",상록,1,0,22,49.02,515-1,11440,13
2003,2011,염리동,"38,000",마포자이,1,0,24,84.692,521,11440,17
2001,2011,염리동,"31,000",염리삼성래미안,1,0,26,114.48,520,11440,1
2003,2011,염리동,"48,000",마포자이,1,0,29,113.803,521,11440,18
1997,2011,염리동,"17,000",상록,1,0,29,57.88,515-1,11440,10
1998,2011,염리동,"20,000",중앙하이츠,1,0,29,60,161-1,11440,10
2001,2011,염리동,"33,000",염리삼성래미안,1,0,30,114.48,520,11440,6
1997,2011,염리동,"14,000",상록,1,0,30,49.02,515-1,11440,15
2003,2011,염리동,"43,000",마포자이,1,0,31,135.376,521,11440,18
2004,2011,노고산동,"1,000",신촌포스빌,1,95,1,32.34,1-3,11440,14
2004,2011,노고산동,"5,000",신촌포스빌,1,70,4,32.34,1-3,11440,3
2002,2011,노고산동,"1,000",현대벤처빌,1,80,6,34.64,107-36,11440,4
2004,2011,노고산동,"6,000",신촌포스빌,1,65,7,32.34,1-3,11440,15
2004,2011,노고산동,"16,000",신촌포스빌,1,0,10,29.03,1-3,11440,10
2002,2011,노고산동,"13,500",현대벤처빌,1,0,11,31.57,107-36,11440,11
2004,2011,노고산동,"1,000",신촌포스빌,1,85,12,29.03,1-3,11440,12
2004,2011,노고산동,"16,000",신촌포스빌,1,0,14,32.34,1-3,11440,4
2004,2011,노고산동,"1,000",신촌포스빌,1,95,15,32.34,1-3,11440,9
